patient_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
MMRF_1231,-1.0459712,-1.4238518,-0.5000346,1.0975918,1.5106012,0.12659808,-0.27936006,-0.16060194,1.1992888,-1.6218942,-1.0069692,-2.0330844,0.3144214,-1.1695664,1.52017,-0.6905963,0.7575359,1.6004698,-0.5465413,0.47614625,-0.99257714,0.08957292,-0.098285615,0.5318873,0.20580594,0.3863205,-0.8757414,-0.39908418,1.6323918,1.4145865,-0.37473273,-1.4987868,-2.0111709,1.8012016,0.93179965,2.2808046,-0.12418796,-0.7789436,0.3984522,2.2978885,-2.409169,1.089796,0.5729328,0.7468265,-1.0819567,-0.31259942,0.835599,-0.9788426,-0.35994145,0.32209197,2.8957553,0.20164716,-0.39385754,0.8703472,-1.9614893,-0.554506,-1.2104734,-0.09841199,-1.8590245,-0.9895754,-0.4540237,-1.1787112,-0.5931005,-1.3247569,-0.3736787,-1.3770427,-0.46189776,0.35024682,-1.0717347,0.081934005,-0.35552883,0.9670824,0.81696653,0.80997765,-0.37387457,0.20931853,2.0898125,0.08325906,0.53822166,-0.8024564,-0.357815,-0.022797447,1.392648,0.3245947,-0.6220264,0.52982986,-0.037777543,0.7808946,1.4091816,0.23476243,-0.55364144,0.041388296,0.040442556,-1.1008092,-0.18423887,-0.7502162,-0.39310703,-0.21214634,1.0860453,1.5142666,0.25546053,-0.6163416,0.598964,1.6721159,0.916462,0.2562551,-0.22292076,0.49426267,-0.009165821,-0.22174065,0.86317545,0.45869172,-1.7250812,1.0766373,0.12498449,-1.2314355,-0.91109675,0.021573551,0.57895267,-0.5403628,0.18901438,-0.5338588,-0.73432416,-0.19463892,-1.3248429,1.6042297,0.23496208,-0.125298
MMRF_1032,-0.061788935,-1.1723484,1.6634357,-1.9310492,-0.26634148,-0.78458077,0.5937067,2.2254622,-1.0143447,0.059699032,-0.6163075,1.4733231,-0.6823503,-1.2400182,-0.5037781,2.4160433,1.0693564,-1.0002582,0.12533197,0.767604,0.5756068,0.2119271,1.5146776,-0.7121124,-0.7944954,0.7139228,-0.6212318,1.0661393,0.51076365,0.41576585,2.0614617,-0.38992304,-0.28504023,0.8870667,1.7959881,-0.22114642,1.5099853,0.3307346,0.003514206,-0.2849982,-0.5807587,0.112930536,-0.52653056,-1.0255238,-1.0650039,-1.3595101,-1.0904685,-0.33452344,0.5860343,0.956356,-0.4337213,-1.1045139,-0.22060476,0.8647356,0.4943931,1.6161854,0.6758163,-0.70454615,-2.4710848,-0.058097716,-1.2591257,-0.10310565,-0.22441278,-1.4977955,-0.61612034,-0.94810784,-2.0620735,-1.0451983,0.31744814,-1.5580562,1.4987891,-0.91760564,0.41807508,0.44317913,-0.31117648,-0.55852824,0.4062827,-0.9317042,-1.0538315,0.72698116,-0.56868607,0.6873051,-0.7758142,1.9550241,1.0462438,0.9296269,-0.44023922,1.9715781,0.051121328,2.163367,0.49499622,-0.27154484,0.47725257,-0.3663815,0.87134254,-1.8795459,0.09638292,-0.1513373,-0.6358892,1.9000925,-0.20245594,-0.20081502,0.5006031,0.75483155,-0.87281257,1.4357814,0.044707544,0.6451914,-1.9766216,-1.264631,0.35775197,-0.13545756,-0.11942604,-0.34396872,0.44454578,0.57063794,-0.92625225,1.6938369,-0.025495095,-0.25698963,0.4950876,-1.0714959,-0.45812848,-0.91503286,-0.56643116,1.0268296,-0.6728388,-0.076281294
MMRF_1327,0.8698655,0.9722765,-0.39296576,1.2359073,-1.1201254,-1.6938773,-0.5007024,1.246345,0.61374366,0.50300884,0.3310389,-0.603805,-1.2901027,-0.46985143,1.189628,0.608231,-0.32880908,-0.6753744,-2.3598857,-0.6334354,0.19972558,-0.3979176,-0.5734305,0.3087861,-0.40099537,-1.7997047,-0.9520526,-1.4816641,0.39673138,-0.18886378,-0.3446019,0.098181255,-1.2376993,0.8353645,-0.8790581,-0.3383819,-1.7056966,-1.2250255,1.005477,-0.07695803,0.85050094,0.732373,1.2655756,0.54332465,-0.9875693,1.136679,0.4016905,-0.6294393,0.6258896,1.3077769,0.23450342,-1.1385126,0.685558,-0.8077049,0.57752883,-0.47052217,-0.2524634,0.5494713,1.1082008,-0.3613102,-0.76614004,1.0489423,-0.2206197,1.0635947,0.60732746,0.25366405,-0.16017188,-1.7400542,1.408947,-0.017466247,1.0039611,-0.57059336,1.1443336,-0.56392837,0.9978072,0.77121514,-1.6024778,2.331355,-0.9130149,0.35925493,-2.298395,1.2021294,-0.22865693,-0.7871498,0.738184,1.0266685,-0.23388325,1.5538518,-2.1791935,0.8532937,1.097466,-2.0528831,-1.3124038,-0.3066399,0.1944459,1.5735278,-1.1799068,-0.7756038,0.7925644,1.5530199,-1.4678068,0.80460757,-2.2527,0.30076033,-0.090415075,1.3611495,-0.53241605,0.32593316,-0.4860803,0.56211185,-0.12907906,1.0612032,0.4435431,0.13600147,-0.8830054,0.2036176,0.94708306,-1.7058457,0.27593827,-0.67527795,-1.3571216,1.0191377,0.9872122,0.4208935,0.32667673,0.33335805,0.69320494,1.6124076
MMRF_1210,-0.18921971,0.96301985,2.0451176,-3.4272056,0.66466784,0.3884538,-0.22621223,1.3552673,-1.2170941,-0.5439139,-0.3665826,1.3780862,-0.8666384,-0.059036322,-1.4049166,1.01236,0.549109,-0.52340287,2.106207,0.29235038,1.2869049,-0.1246255,1.346266,0.45801228,-0.37859097,1.5427636,-0.12341787,1.5406265,-0.21275765,0.62461525,1.7395922,-0.38694447,0.8578774,0.48570284,0.8289312,-0.16268308,2.0085175,0.6020036,-0.706481,-1.1673824,-0.24039613,-0.48830366,-0.5315958,-0.2126229,-0.51800233,-1.0112429,-0.39584208,1.2927548,-0.17608106,-0.10036448,-0.90671384,-0.6527669,0.4100218,0.54546183,1.1812413,1.1614219,1.1008459,-0.31117865,-1.3715587,-0.056741964,0.121846095,0.45101297,0.32321325,-2.016743,-0.548286,-1.117443,-1.0636199,0.81302136,0.7303578,-0.39283612,1.0556045,-0.36593336,-0.19927686,-0.69768775,-1.4146208,-0.6607768,0.6153389,-2.0435112,-1.0730916,0.228187,0.8631922,-0.79858446,-1.2433308,1.8185428,-0.0347877,-0.7621709,1.7735378,-0.15772995,1.1843691,0.75813913,-0.20698419,-0.123839,0.9291147,-0.19155946,0.75411594,-1.9717786,0.993693,-0.060904503,-0.61003274,-0.720711,-0.8374149,-0.5217072,2.1021507,0.32605112,-0.37354717,0.95387655,0.122278444,0.91678846,-1.6422575,-1.8078184,0.034669727,-1.2967392,-0.7004448,-0.76520336,0.20901418,1.1088083,-0.30831897,1.0861351,0.12926382,0.5862929,0.37810615,-1.0983577,-0.113213085,-0.83350015,0.18716882,-0.74292314,-2.1704082,-0.64077234
MMRF_1269,0.5291566,0.31075907,-1.7907981,0.74725276,2.133768,-1.6896054,-0.07853058,-1.9439394,-0.33548942,-0.95388055,-1.2758994,-0.9987428,1.4802675,0.32577783,1.4860373,-0.8810282,0.4140121,2.5798666,0.5918749,0.26150724,-0.9748469,-0.65504235,-1.7802006,1.1099577,-0.06782438,0.022411004,-1.192178,-0.99278295,2.136806,0.015656099,0.5767835,-2.0211327,-1.7967514,0.652913,0.75820976,1.3964417,0.031960964,0.55702895,0.48776758,1.6706072,-0.48314998,-1.3833275,0.37972638,0.7900934,0.29275632,-0.17495921,-0.11783677,-0.07493653,0.026703455,0.42272365,1.3707917,0.36237842,0.32347387,-0.36703384,-1.6751367,-0.42713177,0.10936468,0.5171974,-0.77625704,-0.47821775,0.16942962,-0.8418168,-1.7731661,-0.2791033,-0.008974159,-0.6799209,0.0802528,-1.0884652,0.41310403,2.0342724,-1.1144181,1.233055,1.9654751,-0.75609416,-0.96572953,0.8502605,1.2673352,1.8660744,-0.3712372,0.66718453,0.24786472,-1.514373,0.8994502,0.4458868,-0.33699203,-0.8535246,-1.4837285,1.100574,0.9354501,-0.5978141,0.36161187,-0.90474313,0.11132754,-0.5013875,-0.79691756,-0.83696085,-0.06689811,-0.72949725,-0.6467944,-2.0371826,-0.53585494,-0.13811694,-0.22958428,0.43299848,1.520261,-0.040028125,0.0901785,1.1564918,0.62496054,0.46088478,0.20378453,-0.8725702,-0.6672585,0.8416896,0.7584628,-1.1187096,0.23348087,-0.5554645,0.41555908,2.0821333,1.5436548,-0.5187643,-0.32298282,-0.42909926,-0.26211423,1.2797834,-0.28869882,-0.67278486
MMRF_1251,0.26775873,0.08003576,0.428163,0.08076368,1.5483936,-0.2114204,0.011742998,-0.26824075,1.2326133,-0.3870866,2.2777667,-0.8476435,0.56126344,0.023087002,1.358101,-1.6096325,0.5453363,0.82508504,-2.2635005,-0.711126,-0.5466439,0.22642548,-0.14692383,0.20016849,0.44291687,-1.762622,0.31650454,0.7529113,-0.72514546,0.08527888,0.56261545,-1.0714158,-0.70252544,-1.2088567,0.29109055,0.27783287,-1.4064039,-0.8115983,-1.7577182,-0.01376584,-0.33095366,2.0740304,0.52420944,0.92171603,1.1400551,0.4695671,0.729232,-0.78414935,-0.23736492,-0.18050331,1.0672354,-0.56751645,0.89732075,-0.94157153,-0.4496701,-2.6040125,-0.016695809,-0.06662011,0.5982294,0.26679674,-0.20747782,-0.8514088,-1.5358841,0.25660658,0.3276385,0.91173345,1.6256539,-1.0958775,-0.022668116,1.5401824,0.17495999,-0.34673882,0.5238267,0.7007412,0.158192,0.03398762,-0.34381947,1.0238295,-0.5882726,-0.64139175,-0.30566037,0.475994,-1.350063,-2.1049037,-1.2968011,0.14686449,-0.5438074,0.79661244,-1.5775839,-0.9289742,0.14809585,-0.14113754,1.1569577,-0.7360154,-1.8739438,2.5606165,-0.5188658,-0.85788476,0.47350928,0.5989732,0.6576182,0.33882058,-2.7535455,1.7517575,-0.00034325896,0.6873515,-0.5029039,0.4707343,1.7499682,-0.5670413,0.26010853,-0.7311551,0.92726076,0.35149404,0.4902588,-0.35230026,0.49635834,-2.1121824,0.5006398,-1.6939988,-0.5560056,0.20931321,0.50461274,1.2097882,0.9481404,0.24227642,1.4666873,1.768008
MMRF_1328,1.247903,0.8968756,-1.4616975,-0.09865375,-2.151564,-0.16604303,-0.31577182,-2.493496,-2.4187317,1.246714,0.83073646,0.65887976,1.8705115,1.0957013,2.0686095,0.12792256,0.26555863,1.546552,0.24500485,-0.0109001845,-1.3815424,0.043176584,-2.6671455,0.5277386,0.42386633,-0.71231174,-1.2490575,-1.1172818,-0.7956983,-1.7626644,-0.650287,0.1920916,-0.45585236,0.7651151,-1.5057154,-0.79652315,0.3776524,0.6267304,1.6360989,-0.51164275,-0.0843891,-1.3895524,1.1464155,-0.8818842,0.0812096,0.12252009,0.8185217,0.055286624,0.313223,-0.7954128,-0.11623874,-0.05749744,0.06851648,1.1382601,-1.0149815,0.5434208,-0.42955685,-0.06363088,1.9727151,-0.01650402,-0.21133803,-1.0512358,0.36073318,1.9936916,0.13920245,1.1637013,-0.15093195,-0.06814249,1.060833,0.2511516,1.249284,1.5369126,0.9051913,-0.7855267,0.26156786,-0.29159573,-0.99829847,1.0560064,-0.65561473,-0.28385848,-0.63525903,-0.53271896,-3.2525487,0.8556389,1.2505425,0.13301492,-0.28318757,0.21601942,-0.74889046,-0.46768975,0.6699505,-0.27314258,-0.27396506,-0.85756665,0.031995784,0.8420658,0.34812024,-1.251192,-1.3248372,1.1961899,-1.6362809,1.9699746,1.5709757,0.45395637,0.15168257,0.44698566,0.3517706,-0.24435726,0.04455527,0.23495601,0.2217101,0.10465916,0.08139999,-1.1205921,-1.3423761,1.5310338,-0.48693192,-0.37213576,0.22473443,-0.42793575,-0.21096066,0.43421245,0.84290844,-0.2844029,0.05825492,-0.34775892,0.19613321,1.0997173
MMRF_1171,-0.3214894,-1.5082508,1.8573472,-0.507153,1.7782588,0.34615964,0.030821739,1.5504159,-1.3060278,0.16517784,0.4943787,0.63036543,0.39718622,-0.5720888,-0.32799557,0.8701705,1.3172718,-1.7158754,-0.2477211,1.9219317,0.32082877,-0.2292087,2.0530827,0.08952443,0.9039235,0.6679848,-1.2771482,0.98945564,0.40580457,0.27329576,-0.06356538,-0.3652704,2.12314,0.63650054,1.2777191,0.12606134,1.2603135,-0.36258972,-1.3197066,-1.7714334,-0.58873945,-0.43683267,-0.08386477,-1.5432022,0.115666345,-1.176497,-0.5004881,-0.004652554,0.48398733,-0.034292124,-0.6016581,-1.4132053,-0.75595886,0.98340064,1.0764855,0.031120248,-0.41199976,-0.35217404,-0.7741669,-0.30678347,1.2842675,-0.6197423,1.1607643,-1.3278002,-0.9627549,0.19012254,1.3501937,-0.27779275,-1.0123394,-0.025118325,0.31851777,-0.7148683,-1.0604819,-0.56432885,0.4893267,-1.1303751,-0.19183841,-0.21638046,0.41875452,0.32760048,0.14709379,-0.15038905,-2.222233,1.064647,0.35374543,1.100437,1.9693896,-0.35513672,-0.4210102,1.2796413,-0.59356385,2.740379,1.2496287,0.91840386,1.2963748,-1.3340069,-0.23427483,1.435543,-0.3019268,1.7451882,-0.05171259,-2.706883,0.47234815,-0.8930312,-0.92340064,-0.78501666,-0.20267156,-0.1465995,-0.26671192,0.040887866,0.05838556,0.27640915,-1.2418717,-0.29683802,0.777683,0.3960082,-0.653936,-0.665939,-0.3927436,-1.4297496,-1.0463955,0.6062697,0.06570999,0.020936131,-1.0510459,-2.6073806,0.9539716,0.2077669
MMRF_1354,-0.36904147,2.1761425,-0.4280688,0.40565112,-0.38732553,1.2175277,-0.40502468,-1.0400513,0.08441732,0.47480053,0.5238533,0.71069914,1.5359424,1.1694912,-1.710483,-1.3878902,-0.84917957,-0.5311499,0.803642,0.49005386,-0.12340877,-0.19152647,-0.8530576,-0.4477642,1.1232487,-0.5138475,0.51645344,-0.5653079,-1.3239026,-0.031557277,-1.080326,1.7206713,2.00008,-1.0805316,-1.1477809,-1.0989484,0.7906442,0.4613326,0.3478959,-1.6992824,1.2704706,-1.0171697,-0.88453114,0.17687097,1.3137512,0.014294836,0.0554182,1.7888842,-0.7100746,-1.6776029,-0.49808103,2.4148636,-0.60601777,0.14525868,1.4902879,0.42285788,-0.2506187,-0.19059052,1.1248753,1.0347142,0.36316666,0.5802631,0.7041883,0.5681868,-0.3690021,-0.7064575,2.2553937,0.15786141,0.5068184,-0.3933382,-0.2173275,-0.93202895,-2.0324345,-0.29446846,-0.13060358,-1.415604,-0.27203998,-0.4928602,-0.2208312,1.1124284,1.0861577,-0.14232223,0.92009413,-0.075258635,-1.32804,-1.3775815,0.30249575,-2.7221189,0.27203813,-1.6068999,-0.52796245,1.4325843,0.46155262,1.1762713,0.82820094,0.8342527,0.037374128,1.3176324,-0.80146384,-1.3152667,1.0868187,-0.44303554,0.46478465,-2.3941085,-0.09456613,-0.2657088,0.44453317,-0.33549008,0.7892975,0.33368465,0.22747423,-1.346253,-1.2404336,0.12596992,-1.0264037,0.70000863,1.6271,0.6438827,-1.197747,0.38186887,-0.017980415,1.6363827,-0.72232777,-0.26882225,0.29988134,-1.0709089,0.25221804,-0.76816934
MMRF_1344,-0.3772201,1.8252474,0.40258655,-1.4019871,-1.0744845,0.23650077,-0.7715461,0.94835943,-2.7989516,-0.31777385,0.84937006,2.6659143,-0.28376564,0.27542216,-0.27230608,0.91838515,-0.66112435,-0.6916909,0.10710267,0.7548499,0.41777518,-0.62273264,0.37215436,0.0011784509,0.51603395,-0.39917067,0.056969002,-0.21695039,-0.91440946,-0.007840834,1.8741325,-0.34583786,1.8325375,0.28693113,0.085381195,-1.2596061,1.8297101,-0.013795928,-0.43499988,-3.2954178,1.7248629,-0.3923513,-0.27356935,-0.79016846,-0.768173,-0.30798748,0.16703941,-0.39171216,1.5361667,0.05523368,-2.3081675,-0.02427612,0.79615945,0.28053632,1.1027148,2.0885367,1.5753279,0.11066802,0.6931438,-1.2486479,-0.33372268,0.6877338,1.27647,1.1135966,-0.6339242,0.59811103,-0.069788165,-0.8477649,1.9038442,-0.25766423,0.42373163,-0.82271713,-0.124977686,-1.3355659,-1.3592166,-0.51577497,-1.0800198,-0.46209332,-0.97327507,1.2606146,0.10354584,0.50776213,-0.3426123,0.7113536,-0.402825,-1.2744582,-0.18496732,0.051745623,0.6475867,0.5590709,0.80035317,-0.37357235,-0.8117532,0.37799332,1.0813123,0.5863768,-0.46842268,-0.24468315,-0.5511485,-0.6567016,-0.5194943,-0.11311343,-0.5043409,-0.86399657,-0.2707658,1.3455213,-0.73432285,-0.045135293,-2.5017023,-0.042125866,0.11046443,-1.0566417,1.0287662,0.05746771,0.014074958,0.6425984,0.92440873,2.081141,0.9477234,1.0131459,0.71483016,-1.3186221,0.5583537,-0.87679845,0.14107418,-1.5104399,0.17883986,-1.67017
