patient_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
MMRF_1231,-0.36265028,0.75951046,-1.0660627,0.21574356,-0.4903012,-0.36512342,-0.60761464,0.42994738,-0.89599884,1.8148485,1.3900062,0.01973921,-0.44707507,-0.7336638,0.42283508,-0.85487485,-1.1953205,0.73442864,1.1880416,1.433041,-0.3895594,0.79653615,0.87185925,-0.4150444,-1.5263526,1.7914233,-0.17757785,-0.38619688,0.9201758,-0.4879392,-0.4624231,-0.89776176,1.2189462,0.33618522,-0.553143,-1.8042578,0.20527856,-0.6413709,-1.2686005,0.49730968,0.38819757,-1.1752744,-0.5171129,-0.19849795,-0.56991214,-0.5721633,1.7614857,-0.8883857,1.5917997,0.3910052,1.2852504,-1.0628413,-0.3482878,-0.35313454,1.3495508,0.17075373,0.56176645,0.84415543,-0.31328297,-0.6478776,-0.7141999,-1.1070971,1.2393067,1.5220326,0.73109335,-0.35367906,-0.22517994,0.32711428,0.9391479,0.74303097,0.82077324,0.6914747,0.9672751,-1.3931531,-1.1752878,-0.9206824,-0.8852259,1.9106799,0.7531489,-0.28522435,0.21072096,0.673407,2.0004995,0.65834033,-1.1847038,-2.9725418,0.6149674,-0.60286325,-0.21808003,1.8159603,-0.08864817,-0.056166098,-2.5445838,0.33494213,-2.2063143,-0.40112832,-0.8968751,-0.38190982,0.08972867,1.8887142,-1.4083415,-0.7524316,0.25481734,-0.6120392,-0.032754146,0.32428417,0.5908967,-0.92503065,-0.06641209,0.008796133,0.6209139,-0.22692221,0.93386436,1.7186987,-1.6390398,-0.5144611,-2.0893388,-0.39128888,1.0521263,0.48973683,-1.6473869,0.73092926,1.0979072,-0.036425292,0.30778506,1.5367692,-0.6673543,0.35808128
MMRF_1032,0.24897891,-1.1597828,0.6452888,-1.5660639,0.55821407,-1.5879233,0.6427011,-0.44325352,-0.1228035,0.44975019,-1.034479,1.2502028,-0.8951129,0.006096605,1.9605389,0.04804595,0.17626232,0.9755789,0.30422208,-0.965804,-1.3126829,1.5114655,0.38946554,2.791033,-1.097901,-0.1925228,-0.78551686,0.47640118,-0.7449943,-0.18741728,0.5722028,1.7681341,0.14272007,0.18893443,1.3577363,0.71614635,-1.1826695,0.8051499,-0.3836443,0.7203791,-0.83954906,0.18674894,0.12282809,-1.8514016,-0.7720122,-1.0660152,-0.58785576,-0.39509508,-1.5804888,-0.73878866,1.6852661,1.5993972,2.2883496,1.0178642,-0.53877187,0.6598105,-0.7341937,-0.11900523,-1.7906313,0.116797715,1.131323,0.3480044,0.64483166,-0.0129580675,-1.0879892,0.56528234,-0.7473103,0.74267584,-0.40930828,-1.4861277,-0.7271051,-0.39749968,-0.69794315,1.6244202,-0.066983506,0.0027944539,2.868743,1.7529689,-0.48168087,0.40719622,1.4650106,0.5694974,0.27849045,1.0623896,-0.07466551,2.068324,-0.75672,0.38449806,-1.2997606,-0.8061168,-0.15070504,-1.5888256,1.0775237,0.54184663,-1.5824678,0.39109758,0.29805303,-1.5105754,0.65973514,0.5525116,0.9521042,1.0207409,-1.8271613,-0.86194634,0.28171974,-0.80623966,-0.9706541,-0.6276197,-0.44327328,-1.0001463,-1.1140949,-0.79470575,-1.690393,0.5709604,0.44997782,0.23552744,-0.2867793,-0.23277745,0.4656896,0.24401647,0.5187415,0.426832,-0.006751137,0.18889232,0.52974427,-0.41520602,-0.2977583,-1.5982337
MMRF_1327,-1.7273763,-0.030228661,0.21585992,0.20523946,0.7070022,1.2889128,0.057833567,1.1917061,-0.76789844,-1.7820442,-0.44868463,-1.4647621,-0.1301937,-0.5447157,-1.2792333,1.7338412,1.0899572,-1.1574087,1.2904977,0.30319336,1.2955552,0.34266582,0.18714878,-0.71501577,-1.1027821,1.3965273,-1.451522,-0.35162985,0.5913114,-0.802303,0.66638064,-1.7607772,0.49336478,-0.2822517,0.73673785,-2.2287786,0.47627714,-0.5807375,-0.00013757125,0.90275085,-0.76111424,-2.022946,0.109086104,-0.9811399,-1.2009989,0.9680218,0.8002687,0.3314372,-0.36448032,1.0715446,-1.4422148,-0.262114,-2.4447143,-0.35592386,0.8429097,1.7191688,0.56194353,0.0073810546,-0.14442767,0.5808375,-0.8794318,-0.19788219,0.46151492,0.2547123,-0.20238328,-1.1129891,-1.1494383,0.31326157,0.69364643,0.7098489,-0.030338094,-0.23827052,-0.06362554,-0.17835183,0.09717792,0.070246786,-2.0418532,-0.4983662,0.9294118,-0.058960132,-1.32171,-0.41262668,-1.0887245,0.6404007,1.1776081,-1.7020618,-0.2844781,-0.036265664,0.5487824,0.4677628,-0.12953669,1.5993451,-1.1104053,0.50573176,-0.2687558,1.6759908,-0.6120014,-1.0744202,1.3295679,0.09097927,-0.27704868,0.29825115,1.1957685,0.838173,-2.291441,0.57613647,-0.51014423,-0.61603355,1.5596343,-0.59300184,1.2554517,0.66094595,2.2149775,0.013596201,0.1877847,-0.5001731,1.3958718,0.06607723,0.40205038,1.4122505,-0.7237571,-0.8694669,0.91069007,2.6799684,0.3033014,0.29101804,-1.5052443,1.1339692
MMRF_1210,-0.6724998,-2.2449234,1.3524007,-1.2072562,-0.38942268,-0.6941958,0.30482814,-0.4008832,0.11162791,0.13214952,-0.9586244,0.6978653,-0.6032207,0.87814593,2.3367417,-1.2933352,-0.81734455,0.37306064,-0.75851935,-1.3611997,-1.0865824,0.3586811,0.47726396,2.1627338,1.6768533,-1.8549297,0.61212194,2.1345227,1.2605021,-0.53209585,-1.1201453,2.1997154,-0.2261546,0.29520482,1.529983,-1.3020092,-1.2988739,0.35390353,0.34999442,-0.49194267,-0.47090918,0.42806935,0.4558486,-0.67383665,-0.29189837,-0.60815585,0.61149323,0.050917514,-0.9444408,-0.3805611,0.997044,1.1647974,2.4398563,0.9442397,-0.51118016,1.6235594,-0.7567446,0.07906156,-0.8428398,-1.3406339,1.5452884,0.42696497,-0.4791993,0.019699402,0.3998607,0.33159897,-0.124933876,-0.0066793207,-0.13757558,-0.58708775,-0.42544183,0.026096381,0.42656472,0.94172114,-0.8076503,-1.4733807,1.0639682,-0.712123,0.22882858,0.30848703,0.07911478,1.495201,-1.244057,1.8406302,-1.5550824,1.8724899,-0.9935943,-1.2345234,-0.15403195,-1.1302667,1.5202649,-1.4345014,0.10241236,0.31954354,-1.7558928,-1.0952519,0.13024351,-0.9431845,0.96099985,-1.3505996,2.2890582,0.3261395,0.589875,-0.8788097,-0.73602897,0.15097049,0.59022546,-0.108777046,-1.0170839,0.066431314,-0.9057249,-0.66046226,-0.4629343,0.62179506,0.8496694,-0.026130145,0.49523115,0.9073977,0.9510633,-1.1771632,0.3091269,0.049668793,-0.20798849,0.097450085,-0.6479951,0.418978,0.56077296,-1.0404997
MMRF_1269,1.1424849,0.11668688,0.038429506,1.485704,0.87610096,0.5626504,1.5272865,-1.7737561,-1.0517325,0.95501554,2.07319,0.18111381,1.8946877,0.10325428,0.5014914,1.0515977,0.34900287,0.11461155,-0.951648,-0.6152705,-0.69517416,0.89516,0.8654882,-1.1727756,-0.08814507,-0.8725899,0.76629317,0.5338909,-0.42886385,0.46782407,1.1458403,-1.5580705,0.9096613,0.1400513,-0.72862625,-0.78740793,-0.16089831,0.7194119,-0.8619417,0.55468017,-2.0467598,-0.06389752,-1.33876,-0.2584586,1.0812206,-0.3682832,0.2694423,-1.3975888,0.896752,-0.35002705,-1.135927,-0.18975617,-2.7022455,0.3505465,-0.4524895,-0.067398526,0.055581428,1.6085781,0.5865129,-0.2368621,-0.47141343,-2.2351537,0.46916154,2.3962169,-0.11093294,-0.844356,-0.9247626,0.14216578,-0.038157802,1.026448,-0.8610498,1.1919432,-0.29867342,-0.5899766,-0.49476618,1.3752464,-1.0142928,1.2819084,-1.5481694,0.19909476,-1.3607209,0.45288047,0.2642715,0.8252269,-0.5361243,-2.1917806,-0.1554871,0.28293535,-1.2389323,1.6787375,-1.0734289,0.49663013,-0.4388244,1.0402726,-1.4442233,-0.58720034,2.2106664,0.046623934,-0.11295892,1.6482625,0.89345485,-0.048852988,1.3874162,-0.5231358,0.14982407,-1.287033,-1.3484266,-0.31878334,-0.32362518,-0.8288296,0.022730673,1.9621594,0.30149052,0.6211645,-0.10559881,-0.2687582,0.9345054,-0.99749964,-0.00031272508,-0.6056607,1.3859452,0.46370086,-0.11874097,0.70719177,-1.4764507,0.48263884,-1.383199,-0.5331092
MMRF_1251,-2.2621117,0.5454821,0.38233593,0.23550776,-0.08875428,0.9101567,-0.0053100213,2.0308037,0.35618675,0.7169251,-0.07598613,-1.4822395,0.19679818,-0.45800033,-1.3409326,0.24677488,0.16827431,-0.22962825,1.2989386,-0.5639069,0.9027226,-0.37741488,-0.5739897,-0.18936308,-0.20422253,0.255799,-1.0428869,-0.080065385,0.4544364,-1.1816256,-0.3755515,-1.3153478,0.5995199,-0.3331982,0.4086378,-0.8263405,-0.4154852,-1.4584323,0.4494655,0.6054272,0.3817425,-2.4994974,-0.27729428,-0.7300487,-0.87835985,0.8879959,1.6378438,-0.20581254,0.98836595,-0.52440464,-1.5897517,-0.23982601,-0.6065289,-1.7408301,1.0037453,0.26883963,-0.4141079,-0.0032493565,-0.5312814,0.99635625,0.031814504,1.1426059,-1.0049112,-0.35742122,1.1042032,-0.705219,-0.6167909,-1.0202882,0.3616128,2.9995599,2.307702,-1.1316215,1.0103073,-0.74905616,0.011984186,-0.36119527,0.12412043,0.031077977,0.088982284,0.60359246,-1.3701704,-1.5823969,-0.17744793,-0.3497436,-0.3847493,-1.1377884,0.84312195,0.86668926,0.13204922,-1.5541074,1.4301262,1.2738581,-1.2013744,0.3111144,-0.7146747,1.115095,-0.9489884,0.17737651,0.48881304,1.228358,-0.76978797,-0.28690553,1.7961248,0.6836144,-2.156106,-0.3776758,-1.7588657,0.333614,0.14858544,0.8386055,1.1765747,-0.089568794,1.4296756,-0.080375075,0.11792005,1.1158168,1.1453065,-0.76273346,1.0597802,1.0407641,-2.3300395,-0.24767278,0.86975956,1.4624084,-0.22211589,1.2907192,-1.2649115,1.7101787
MMRF_1328,8.1905164e-05,-0.36935773,1.4123331,1.7432528,1.0670532,0.9808868,0.24494237,-1.2050116,0.8007639,-0.18886605,0.65117735,0.3192863,1.0689077,-0.75297195,0.25977764,-0.3313789,1.7968171,-1.6375073,-0.6498019,-0.35610038,0.59781176,0.07384899,-1.7454071,0.67757636,1.6560664,-0.72323966,0.8200002,1.351186,0.51453525,-0.9268157,0.62701494,-2.4830792,0.70932645,0.53817415,0.13416834,-0.1514423,-0.0075772507,0.846034,0.7565865,0.46496487,-1.0460281,-0.7142664,-0.6114464,-0.685149,0.0043366356,0.22381501,0.4140167,-0.23262604,1.0652589,-0.5161672,-3.4339092,0.60945266,-0.75689036,-0.39279118,-0.8909305,-0.7856081,0.16984293,-1.6043006,-1.1927916,0.64020944,0.74193424,-0.4439272,-0.983676,-0.23770387,-0.4570359,0.31080472,-1.121054,0.54702413,-0.15432002,1.5780064,-0.8598871,0.14765792,0.30964878,-0.5269885,-0.75237745,0.36690903,0.413456,-1.9146062,0.5320465,0.5554106,-1.9965696,0.40864092,-1.2429593,-1.0918946,0.59061253,-1.0504931,0.1232992,0.6424538,0.4306373,0.8110388,-0.7163653,-0.022564717,-1.168565,0.7991863,-1.0915139,2.0894709,1.6578977,0.47959316,0.6439399,-0.37034455,-0.03663499,-0.3216028,1.8066484,-1.0407466,0.054381635,-1.5973135,-0.1757596,1.1248759,-1.0017574,0.9791525,1.3456452,0.28678578,2.3210695,-1.9979663,-0.13507654,0.83998567,1.4662231,0.4729328,0.8681499,-0.5978398,1.2984043,-0.35762194,0.102235116,0.36386845,-1.9554207,0.086799875,-1.328621,0.30156684
MMRF_1171,-1.5730984,-0.85399604,0.6357893,0.18751812,0.13095056,-1.0628744,0.9887687,-0.35422128,1.6084456,-1.4830561,-2.370999,-0.85375583,-0.9648659,-1.4183987,1.0653715,-0.9388321,-1.2842095,-0.46570635,1.24161,0.40944093,0.8569221,-0.08449918,0.93673,-0.55370516,-1.3856286,-0.514421,0.90369284,0.966528,-0.43594405,1.0338364,-1.1333196,1.8589333,-0.26636004,-1.6802193,0.71464145,-0.07762529,0.83781326,-1.0450362,-0.23914585,-1.342516,0.55965,-0.59194666,-0.15276648,1.0154335,-1.1029744,1.3232284,0.3142024,1.0233665,-2.3752806,0.4595943,-0.49550253,-0.6013553,-0.38966355,0.4842879,-0.594532,1.2264935,-0.27320084,-0.9180982,-1.4864849,-0.6844244,0.33936948,1.289851,0.38114864,0.07741436,2.1112485,1.1770817,0.8972075,-0.962482,0.31318817,-0.87788296,-1.1416981,0.11538477,-1.0866493,-0.6098648,1.9574091,-0.5809762,1.2851799,0.042134944,0.3374031,-0.4858497,0.9047427,0.67927533,0.10689116,0.20175572,-0.10364137,2.312725,1.6323752,-0.66890484,-0.24030009,-1.181238,1.5382648,0.7577939,0.84357226,0.5871287,0.9796008,-0.38128233,-0.78806776,-0.37784696,-0.029710976,0.597652,0.9641998,-0.31595474,-0.2001881,0.77028316,-0.54506975,0.7618645,0.3391187,-0.8308565,-0.6255568,0.77800566,-1.9421535,-2.3358693,-0.03427702,0.49195865,1.035262,0.54559165,-0.903546,1.254771,0.023551226,-0.12704098,-1.6332161,-1.3421886,0.85334885,0.45700848,-0.6330148,0.9748318,2.102069,-0.63387203
MMRF_1354,0.6536133,-0.13310711,-0.25657484,0.49406803,-0.24728651,0.640081,-0.9069085,-0.8275287,-1.7380152,-2.2926252,-0.2967206,0.8346559,-1.096982,-0.57855076,1.7220268,0.18129104,2.439745,-1.1747338,-0.02733287,0.3448589,0.08300177,-0.9699327,0.59971136,-0.19414519,1.4146144,-1.0949948,0.5080634,-0.54482204,0.45212632,-1.3780329,1.8692651,0.6294907,-1.8627682,1.1353905,0.3884225,1.2059695,-0.73261523,0.2649829,0.14003327,0.36630028,-0.9850377,-0.6325609,-0.12702802,-1.0036955,0.37928873,0.9811296,-0.14976184,1.5985126,-2.3303008,0.5207325,1.2712502,0.22343963,-0.35839167,1.4881151,0.14665774,2.520983,0.46624097,-0.34843776,0.59997606,1.1610599,0.29528952,0.21075375,-0.098008856,0.06438515,-1.2570391,0.1274889,0.46012476,-0.064855084,-0.6611367,-1.5000812,-0.5175917,0.15573442,-0.58453286,1.4072864,0.8219641,-0.0042748423,-1.1787415,0.50298655,-0.5274962,-0.5346393,0.67738503,-0.1966708,-1.9724768,1.1110593,0.531184,-1.0788746,-1.4903592,0.16302426,1.2121037,-0.6112457,-0.08293556,-0.93913674,1.96545,0.044483386,0.9550407,1.8150558,0.035251282,-1.0787404,0.46585107,-2.2249157,1.0648739,0.9050283,-0.53015316,0.605638,-0.2788142,0.6243497,-0.650138,-1.7065113,0.3938278,-0.07992715,0.9774699,1.1523223,-0.0061198305,-0.86782134,1.1292801,-0.10352871,-0.10066935,0.10223245,-1.6197381,-0.44118518,1.147134,0.081686236,-1.0682799,0.5726084,0.37500426,-2.6717262,0.180039,-1.1004138
MMRF_1344,0.3258731,-0.533449,0.95856977,0.8690421,0.27079475,0.6689264,-1.1546259,0.6953739,-0.3980759,-0.8085456,-1.6543303,-0.34168184,-1.4819381,0.308654,-0.8459917,0.4083869,0.6384452,-2.5730314,-1.3177506,-0.6238176,-0.048687343,-1.8652096,-1.0468105,0.84224397,1.6293875,0.7499444,-2.3710172,-0.06048319,0.41159794,-0.23194315,-0.36860558,1.1668812,-2.6433938,-1.0743653,0.83121765,1.4743087,0.4435094,0.20826858,1.0037453,-0.28769895,0.09215587,0.052079782,0.41933247,0.05113051,-0.7078184,0.7555212,0.54347026,1.0195998,-1.2565392,-0.028149059,0.047964424,1.103673,0.41514018,0.11706037,0.6816981,-0.092142224,-2.279602,-0.90870327,2.0346222,0.9188426,1.4010576,0.910638,-0.39360207,-1.9515249,-0.3130586,-0.34324226,0.75373834,-0.7830448,0.027829811,-0.48050153,0.65860426,-1.5952792,-0.70072335,2.1959927,-0.2559914,-0.6129501,-0.9863686,-1.1500887,0.81559145,-0.56143725,0.61721563,0.86213815,-0.9744708,-0.8041973,1.5530517,0.9672506,0.036316056,0.8621053,1.3812561,0.5425095,-0.10156034,1.071967,-0.011615956,0.56097615,0.58122444,2.0611084,-0.93157375,0.3357336,1.6533076,-1.4578776,0.2514373,-0.3255424,-0.71016794,-0.72205275,-1.058863,1.9773568,-1.0694935,0.3638067,0.553627,1.0443254,1.0614704,0.44839755,0.8741518,-0.3944019,-0.38312188,-0.46827945,0.7268935,-1.635359,0.37497783,0.10983956,0.33489946,-0.038939357,0.77920634,-0.30968627,0.18730128,-2.403613,-0.1885956,0.0689109
