"","1p36.33 ","1q21.1  ","1q21.3  ","1q22    ","1q44    ","2p14    ","2p13.3  ","2q22.1  ","3p21.31 ","3p21.1  ","3q23    ","3q26.2  ","4q31.3  ","4q35.1  ","5p15.33 ","5q11.2  ","5q31.2  ","5q33.3  ","5q35.3  ","6p24.3  ","6p24.2  ","6p21.33 ","6q21    ","7p21.3  ","7p15.2  ","7q34    ","8q13.1  ","8q24.21 ","9p13.2  ","9q22.2  ","9q34.13 ","10p14   ","10q22.3 ","10q25.2 ","11q13.3 ","11q23.1 ","11q23.3 ","12p13.32","12q24.31","14q11.2 ","14q32.33","15q15.1 ","15q23   ","15q24.2 ","16p13.13","16p11.1 ","17p13.2 ","17p11.2 ","17q22   ","18q23   ","19p13.3 ","19p13.11","20q11.22","20q13.12","20q13.33","21q22.11","22q11.22","22q13.1 ","1p32.3  ","1p22.1  ","1p13.1  ","2p23.3  ","2q31.1  ","2q37.1  ","3q26.32 ","4p16.3  ","4q22.1  ","5q21.1  ","6q25.2  ","7p22.3  ","8p23.2  ","8q24.13 ","8q24.3  ","9p21.3  ","10q24.32","11q22.2 ","12p13.1 ","12q23.3 ","12q24.33","13q12.11","13q14.2 ","14q23.3 ","16p13.3 ","16q12.1 ","16q23.1 ","16q24.3 ","17p13.1 ","17q21.2 ","17q25.3 ","18q12.2 ","20p13   ","22q13.33"
"MMRF_1031",-0.10466,0.78573,0.8423,0.8423,0.80212,-0.072356,-0.072356,-0.0879,0.80569,0.80569,0.30467,0.76764,0.66148,0.64205,0.7998,0.79057,0.7808,0.7808,0.82462,0.79484,0.79484,0.82854,0.0053551,0.79476,0.79476,0.79047,-0.01346,0,1.6837,1.7279,1.7279,-0.10637,-0.084988,-0.084988,0.819,0.819,0.79673,-0.072063,-0.091211,-0.075668,-0.099502,0.83199,1.5342,1.5342,-0.065448,-0.065448,-0.065638,-0.065638,-0.066245,0.80453,1.659,1.7549,-0.086442,-0.086442,-0.086442,-0.095704,-0.073933,-0.047723,-0.92454,-0.097498,-0.097498,-0.072356,-0.076411,-0.085662,0.76764,-0.082326,-0.11004,0.7492,0.0053551,0.81017,-0.99266,0,0,1.6837,-0.084988,0.819,-0.089755,-0.092052,-0.091211,-0.092798,-0.89461,-0.075668,-0.093062,-0.065448,-0.082724,-0.082724,-0.065638,-0.066245,-0.066245,0.80453,-0.061343,-0.11962
"MMRF_1068",-0.53929,-0.13138,-0.13138,-0.13138,-0.10046,0.014433,0.014433,0.025354,0.55261,0.5895,0.81683,0.81683,-0.066286,0.77882,0.4009,0.75886,0.75886,0.75886,0.75886,0.083016,0.083016,0.083016,0.043774,0.83957,1.6553,0.86666,-0.22949,-0.16369,0.80449,0.80449,0.80449,-0.28123,-0.29905,-0.32088,0.80223,0.80223,0.80223,-0.28302,-0.34863,-0.26182,-0.57339,0.93383,0.95831,0.74691,-0.28928,-0.23073,0.074927,0.074927,0.16847,-0.027296,0.36309,0.36309,0,0.0063512,-0.1318,-0.091851,-0.17566,-0.40144,-0.30113,-0.13138,-0.13138,-0.01935,0.025354,-0.047753,0.81683,-0.066286,-0.066286,0.75886,0.043774,0.83957,-0.40799,-0.16369,-0.32278,0.89723,-0.29905,0.80223,-0.28302,-0.26844,-0.42082,-0.30335,-0.26892,-0.28595,-0.28928,-0.23073,-0.21506,-0.21506,0.074927,0.074927,0.19395,-0.010507,0.066621,-0.40144
"MMRF_1078",-0.068261,0.52896,0.52896,0.52896,0.72962,-0.01409,-0.01409,0.01023,0.4107,0.40677,0.85264,0.85264,0.023987,0.023987,0.004719,0.0030522,0.0030522,0.0030522,0.0030522,0,0,0,0,0.83608,0.83608,0.82783,-0.0037873,-0.0037873,0.41346,0.40575,0.36002,-0.032314,-0.015223,-0.023703,0.41289,0.4398,0.38105,-0.012947,-0.01354,-0.015054,-0.015054,-0.028533,-0.028533,-0.038105,-0.070135,-0.15822,-0.076012,-0.076012,-0.054286,-0.00055444,0.83274,0.83274,-0.043873,-0.043873,-0.043873,0.030451,-0.47712,-0.47712,-0.019726,-0.019726,-0.019726,-0.01409,0.01023,0.01023,0.83357,-0.0080244,0.023987,0.0030522,-0.0086399,0.83608,-0.0037873,-0.0037873,-0.0037873,0.43308,-0.023703,0.4398,-0.012947,-0.01354,-0.01354,-0.99896,-0.97466,-0.015054,-0.076145,-0.15822,0.23009,-0.29392,-0.076012,-0.076012,-0.054286,-0.00055444,-0.043873,-0.47712
"MMRF_1086",-0.46642,-0.46536,-0.46536,-0.46536,-0.46536,0.27941,0.27941,0.27821,0.27852,0.27852,0.27852,0.27852,0.27537,0.27537,0.27916,0.27916,0.28248,0.28248,0.28248,-0.47145,-0.47145,-0.47145,-0.46906,0.30617,0.5062,0.28798,-0.47839,-0.47839,1.031,0.99545,0.99545,-0.34607,-0.34607,-0.34607,0.28481,0.28481,0.28232,-0.473,-0.47102,-0.4713,-0.4713,1.0365,1.0413,1.0413,-0.47088,-0.071739,-1.1291,-0.66661,-0.46334,-0.47003,0.31507,0.31507,-0.46993,-0.46993,-0.46993,1.0304,-0.45672,-0.45672,-0.46642,-0.46642,-0.46642,0.27941,0.27821,0.27821,0.27852,0.28913,0.27537,0.28248,-0.46887,-0.37493,-0.47839,-0.47839,-0.47839,1.031,-0.34607,0.28481,-0.48332,-0.47102,-0.47102,-1.2253,-1.2253,-0.4713,-0.47088,-1.2187,-1.208,-1.208,-1.1291,-0.48533,-0.46334,-0.47003,-0.46993,-0.45672
"MMRF_1082",-1.0267,1.0044,1.0202,1.0202,0,0.014051,0.014051,0.0048243,0.0069435,0.0069435,0.99675,0.99675,0.0091705,0.0091705,0.0037657,0.0037657,1.0001,-0.017254,-0.017254,0.0051359,0.0051359,0.0051359,0.025363,0.00041593,0.00041593,-0.010094,0.018243,-0.035399,-0.016952,-0.016952,-0.016952,-0.0026565,-0.01849,-0.01849,0.84692,0.00041593,0.00041593,0.015587,0.94241,0.48354,0.78891,0.01108,0.0083351,-0.007448,-0.058866,-0.036538,-0.03504,-0.03504,-0.021235,-0.015466,-0.1526,-0.068395,-0.01106,-0.01106,-0.1397,0.012934,-0.04211,-0.04211,-0.98687,-0.98687,-0.97691,0.014051,0.034395,-0.02562,0.99675,-0.02603,0.019503,0.016286,0.030732,0.00041593,-0.011693,0.016146,-0.035399,-0.016952,-0.01849,0.00041593,0.015587,0.012595,-0.087844,0.01419,0.01419,-0.0013858,-0.058866,-0.036538,-1.0012,-0.081605,-0.03504,-0.021235,-0.021235,-0.015466,-0.01106,-0.10092
"MMRF_1092",-0.10225,-0.01106,-0.01106,-0.01106,-0.01106,-0.0098185,-0.0098185,0.0040243,0.93408,0.93408,0.94708,0.94504,0.0095883,0.0082464,1.8624,1.8624,1.8336,1.7729,1.7729,-0.020789,-0.020789,-0.020789,0,0.93854,0.93854,0.9555,-0.0053992,-0.62389,1.8412,1.7722,1.5973,-0.0084385,-0.0196,-0.039117,0.9302,0.9302,0.9302,-0.056981,-0.032228,-0.0045097,-0.042048,1.8833,1.8833,1.8833,-0.071472,-0.071472,-0.080758,-0.080758,-0.06786,-0.11042,0.78678,0.78678,-0.071606,-0.071606,-0.071606,-0.029175,-0.10828,-0.10933,-0.014019,-0.01106,-0.01106,-0.0098185,0.0040243,0.0040243,0.94504,-0.13682,4.3192e-05,1.8336,0,0.93854,0.0093098,-0.62389,-0.061141,1.8412,-0.039117,0.9302,-0.0083005,-0.032228,-0.032228,0.024829,0.024829,-0.042048,-0.071472,-0.071472,-0.071472,-0.071472,-0.080758,-0.080758,-0.22733,-0.016019,-0.0081624,-0.10933
"MMRF_1325",0.04259,-0.00060056,-0.00060056,-0.00060056,0.025782,0,0,-0.047287,-0.031973,-0.031973,-0.026441,-0.026441,-0.099357,-0.056846,-0.034086,-0.057673,0.0040243,0.0040243,0.0040243,0.0034687,0.0034687,0.0034687,-0.071006,-0.051803,-0.015054,0.0080567,-0.013264,0.010982,-0.061223,0.0013685,0.044567,0.038771,-0.010764,0.029044,0.0015255,0.00057803,0.00057803,0.016006,0.010982,-0.053338,0.045141,0.033127,0.033127,0.033127,0.10628,0.058942,0.075847,0.075847,0.060018,-0.035443,0.087367,0.087367,0.058081,0.058081,0.0056389,0.020763,0.075703,0.075703,0.04259,-0.025923,-0.025923,0,-0.028329,-0.028329,-0.026441,-0.034359,-0.073343,-0.057673,-0.019452,-0.051803,-0.011634,0.010982,0.010982,-0.061223,0.029044,0.00057803,0.016006,0.010982,0.010982,0.022865,-0.076239,0.014839,0.090851,0.03684,0.03684,0.03684,0.075847,0.060018,0.060018,-0.015054,0.058081,0.075703
"MMRF_1364",0.074408,0.013074,0.013074,0.013074,-0.082668,0.082332,-0.027042,-0.19325,1.9148,1.9148,1.5946,1.602,-0.2442,-0.22687,1.8949,1.682,1.7895,1.8209,1.8209,0,0,0,-0.20935,1.7094,1.8045,1.6579,-0.1755,-0.0092666,0.85017,1.5918,1.9135,-0.027535,-0.058926,0.01419,1.729,1.729,1.729,-0.10197,-0.019589,-0.18626,0.013074,1.7871,1.8704,1.9326,0.17603,-0.065447,0.011261,0.010424,-0.063939,1.6605,1.9169,1.9169,0.062365,0.062365,-0.01701,1.9485,0.039195,0.039195,0.074408,-0.12235,-0.12235,-0.039937,-0.19932,0.003191,1.602,-0.01037,-0.26511,1.4743,-0.11541,1.7094,-0.063302,-0.0092666,-0.0092666,0.88306,-0.058926,1.729,-0.10197,-0.019589,-0.019589,-0.032314,-0.32577,-0.016017,0.17603,-1.2929,0.0027745,0.0027745,0.011261,0.021644,0.0029133,1.7704,-0.01409,0.039195
"MMRF_1383",-0.1204,-0.47889,-0.47889,-0.47889,0.035845,0.030631,0.030631,0.021222,0.24689,0.24689,0.67591,0.67591,-0.66714,-0.66714,0.011959,0.011959,0.038952,0.038952,0.038952,0.7401,0.7401,0.708,-0.0079858,0,0.043763,0.027537,-0.64374,-0.57157,0.66373,0.69826,0.67543,-0.638,-0.64215,-0.64215,0.022483,0.022483,0.022483,-0.64955,-0.64684,-0.6505,-0.65333,0.70856,0.70856,0.70856,-0.64741,-0.64741,-0.65771,-0.65771,-0.65059,-0.002,0.59024,0.59024,-0.64026,-0.64026,-0.64026,-0.66705,0.30494,1.6541,-0.086083,-0.086083,-0.090199,0.030631,0.021222,0.021222,0.67591,-0.65889,-0.67155,0.0066627,0.022203,0,-1.2929,-0.57157,-0.6251,0.6237,-0.64215,0.022483,-0.64955,-0.64684,-0.64684,-0.64863,-0.69305,-0.63715,-0.64741,-0.64741,-0.64741,-0.64741,-0.65771,-0.65771,-0.65059,-0.002,-0.64026,-0.51153
"MMRF_1377",-0.87829,0.076854,0.12594,0.12594,0.11506,0.026097,0.026097,0,0.047978,0.047978,-0.024478,-0.024478,-1.0135,-1.0077,-0.040073,-0.0031859,-0.017391,0.007682,0.07671,0.10848,0.10848,0.10979,-0.065852,0.036229,0.021608,0.020623,-0.88287,-0.87868,0.019503,0.019503,0.11316,0.052952,0.038167,0.093911,-0.01129,0.053746,0.053746,0.0036076,0.1509,-0.9753,-0.89863,0.063859,0.11756,0.11756,-0.8855,-0.92723,0.12373,0.12373,0.1133,0.097688,0.13732,0.13732,0.24372,0.19162,0.087807,-0.0044312,-0.80327,-0.80759,-0.95484,-0.96919,-0.95732,-0.91093,-0.054427,0.057653,-0.024478,-0.90502,-1.018,-0.56763,0.0013868,0.036229,-0.86053,-0.87868,-0.87868,0.019503,0.093911,0.053746,0.0036076,0.049758,0.1509,-0.92882,-1.0183,-0.93225,-0.8855,-0.92723,-1.2929,-0.87941,0.12373,0.1133,0.1133,0.00034341,0.081378,-0.80759
"MMRF_1360",0.016651,0.0097038,0.035046,0.035046,-0.039788,-0.06375,-0.06375,-0.10872,0.95174,0.95174,2.1897,0.87819,-0.18035,-0.13554,1.0533,0.84447,1.0062,0.94649,0.94649,0.030959,0.030959,-0.1137,1.0219,0.9208,0.81711,0.99397,-0.052989,-0.052989,1.7188,1.9294,2.0313,-0.033182,-0.016446,0.0038316,0.89585,1.0044,1.0044,-0.10294,0.046504,-0.017994,-0.0010238,1.9544,1.9728,1.9728,0.074353,0.016371,0.070811,1.1278,0,-0.062816,1.0696,1.052,1.0628,0.086466,0.056743,-0.064963,0.10334,0.080292,0.016651,-0.08511,0.0097038,0.007307,-0.088823,0.055033,0.87819,-0.10885,-0.27676,0.71473,-0.074173,0.9208,-0.052989,-0.052989,-0.052989,1.7188,-0.016446,0.79944,-0.10294,-0.090805,0.046504,-0.95546,-1.059,-0.0010238,0.074353,0.016371,0.071336,0.071336,0.070811,0.064742,0.073922,-0.10713,0.023792,0.080292
"MMRF_1371",-0.02906,-0.013932,-0.013932,-0.013932,0.0058084,-0.0076973,-0.0076973,-0.024282,0.9569,0.9569,0.94953,0.94953,-0.030546,0.0013643,0.95649,0.93688,0.96675,1.0307,0.91336,1.3403,1.3403,2.3517,2.1884,0.94524,0.94524,0.93945,0.0021969,0.0021969,0.95321,0.95321,0.80376,0.0013643,-0.062105,-0.0074657,0.92309,0.96326,0.93242,-0.009319,-0.0069418,-0.0058363,-0.0058363,0.96655,0.96655,0.96655,-0.029197,-0.025231,-0.037648,-0.037648,-0.026005,0.96219,0.86311,0.86311,-0.013837,-0.013837,-0.013837,1.8917,-0.059425,-0.059425,-0.02906,-0.0012697,-0.0012697,-0.0011311,-0.00099257,-0.00099257,0.96984,-0.023177,-0.02576,0.95012,-0.95175,0.94524,0.0021969,0.0021969,-0.014801,0.95321,-0.0074657,0.92309,-0.009319,-0.0069418,-0.0069418,-0.023897,-0.023897,-0.0058363,-0.029197,-0.025231,-0.038882,-0.038882,-0.037648,-0.026005,-0.12657,0.96219,-0.013837,-0.059425
"MMRF_1089",-0.11977,0.95878,0.95878,0.95878,0.92006,1.912,1.912,-0.040482,0.95345,0.95345,0.92798,0.92798,-0.060614,-0.060614,0.8689,0.95318,0.95816,0.95816,0.79336,-0.027124,-0.027124,-0.027124,-0.027124,0.92513,0.92513,0.91719,0.93183,0.96391,0.90827,0.93732,0.88812,-0.0083005,-0.040616,-0.029584,1.8885,1.8885,1.8885,-0.79135,-0.024388,-0.0036011,-0.031632,2.1391,2.1255,2.1255,0.88826,1.8608,-0.042381,-0.042381,-0.042381,-0.078411,1.7133,1.7133,0.72131,0.72131,0.72131,0.93223,-0.090095,-0.090095,-0.020824,-0.020824,-0.020824,1.8866,-0.026714,-0.026714,0.96555,-0.054016,-0.054016,0.95318,-0.0066432,0.92513,-0.9892,0.96391,0.6736,0.90827,-0.029584,1.8885,-0.7651,-0.024388,-0.024388,0,-0.099321,-0.031632,0.88826,-0.044066,-0.063472,-0.063472,-0.042381,-0.042381,-0.1272,-0.026441,0.72131,-0.090095
"MMRF_1365",-0.098986,0.011321,0.011321,0.011321,0.021603,0.004719,0.004719,-0.0053992,-0.028414,0.010703,0.014051,0.014051,0.016639,0.016639,-0.048883,0.015727,-0.018216,-0.018216,-0.018216,0.001803,0.001803,0.001803,-0.97452,-0.0041476,-0.0041476,-0.018765,0.0056919,0.0056919,0.00013863,0.00013863,0.00013863,0,0,-0.018902,1.0015,0.0095883,0.0095883,0.00597,-0.0039044,0.015727,-0.08465,0.0030522,0.0030522,0.0030522,-0.061286,-0.059756,-0.042652,-0.042652,-0.042652,-0.0036011,-0.069734,-0.069734,-0.051528,-0.051528,-0.051528,-0.015879,-0.082402,-0.082402,0.011321,0.011321,0.011321,0.004719,0.0023778,0.0023778,0.014051,-0.007472,0.027497,0.015727,-0.0060904,-0.0041476,-0.029271,0.0056919,0.0056919,0.00013863,-0.018902,0.0095883,0.00597,-0.0039044,-0.0039044,-0.00041585,-0.00041585,0.015727,-0.061286,-0.059756,-0.13249,-0.13249,-0.042652,-0.042652,-0.042652,-0.0036011,-0.015191,-0.082402
"MMRF_1356",-0.028491,0.97915,0.97915,0.97915,0.998,0.0026216,0.0026216,0.0020015,0.0031192,0.0031192,0.0095883,0.0095883,0.00070611,0.0034687,0,0,0,0,0,1.0417,1.0417,-0.018518,0.017004,0.0015255,0.0015255,0.019083,0.0076245,0.0020736,0.010564,0.010564,0.93488,0.00597,-0.035176,-0.018353,-0.024251,-0.024251,-0.024251,-0.05505,-0.0055726,-0.0045695,-1.061,0.0015255,0.0015255,0.0015255,-0.040209,-0.040209,-0.065531,-0.065531,-0.058596,0.0022193,-0.069099,-0.069099,-0.021802,-0.048352,-0.048352,-0.030461,-0.095252,-0.095252,-0.028491,-0.028491,-0.028491,0.0026216,0.0065262,0.0065262,0.0095883,-0.020829,-0.020829,0,0.017004,0.0015255,-0.0048461,0.0020736,0.0020736,0.018103,-0.018353,-0.024251,-0.43431,-0.0055726,-0.0055726,-0.98704,-0.98704,-0.97998,-0.040209,-0.040209,-0.074169,-0.074169,-0.065531,-0.058596,-0.058596,0.0022193,-0.00097017,-0.095252
"MMRF_1270",-0.045199,0.0056919,0.0056919,0.0056919,-0.0018014,0.0027745,0.0027745,0.00013863,0.0052749,0.0052749,0.0036751,0.0086135,0.00041593,-0.020394,0.0079175,0.0079175,0.0079175,-0.0077687,-0.0077687,0.98991,0.98991,-0.0033243,0.0043021,0.00055459,0.00055459,-0.0016629,0.0048579,0.0048579,0.023987,0.023987,0.023987,-0.98301,-0.00013862,-0.98822,-0.0054045,0.0030522,0.0030522,0,0,-0.98217,-1.1091,0.0064524,-0.0037395,-0.0037395,-0.99889,-0.97906,-0.024798,-0.024798,-0.024798,0.0090312,-0.051451,-0.051451,-0.98555,-0.98555,-0.98555,0.013492,-0.99952,-0.052801,-0.0047079,-0.97684,0.0081959,0.0027745,0.00013863,0.00013863,0.0086135,-0.83669,0.00041593,0.0079175,-0.98132,0.00055459,0.0048579,0.0048579,0.0048579,-1.2929,-0.00013862,0.0030522,0,0,0,-0.98386,-0.98386,-0.98005,-0.99889,-0.97906,-0.97345,-1.0108,-0.024798,-0.024798,-0.024798,0.0090312,-0.98555,-0.052801
"MMRF_1323",-0.17639,1.5643,1.6417,1.6417,1.2895,0.0025152,0.0025152,0.026788,0.012795,0.012795,0.0062481,0.0062481,0.012934,-0.0086295,0.81435,0.81435,0.68628,0.68628,0.68628,0.62843,0.62843,0.62843,0.62843,0.0077783,0.0077783,0,-0.033319,0.70382,0.90956,0.90956,0.78185,-0.028703,-0.028703,-0.062414,-0.038146,-0.038146,-0.086916,-0.0081624,-0.02384,-0.03286,-0.03286,0.5738,0.59116,0.59116,-0.12249,-0.12249,-0.14258,-0.10595,-0.098945,-0.0071958,-0.1679,-0.1679,-0.025756,-0.08269,-0.23178,0.84258,-0.1458,-0.1458,-0.068228,0.00597,0.00597,-0.021961,0.026788,-0.078976,0.0062481,-0.070773,0.042449,0.81435,0.42091,-0.31412,-0.19325,0.032563,0.40028,0.90956,-0.062414,-0.038146,-0.0081624,-0.02384,-0.02384,-0.92242,-0.89549,-0.03286,-0.12249,-0.090545,-0.11803,-0.11803,-0.14258,-0.16175,-0.29355,-0.0071958,-0.025756,-0.23398
"MMRF_1180",-0.021089,1.959,1.9989,1.9989,1.9925,0.0015255,0.0015255,0.00097064,0.00083195,0.0013663,0.0013663,0.0013663,0,0,0.00027728,0.00027728,0.00027728,0.00027728,0.00027728,0.00041593,0.00041593,0.00041593,0.00041593,0.0050301,0.0069435,0.0069435,0,0,-0.0055375,-0.0055375,-0.016567,-0.0011819,-0.0011819,-0.00013862,-0.010232,0.00055459,0.00055459,-0.0024938,-0.0024938,0.00053756,0.00053756,0.001803,0.001803,0.001803,-0.014641,-0.0089906,-0.018846,-0.018846,-0.0076101,-0.00013862,0.93488,-0.02384,-0.0019399,-0.0019399,0.90525,-0.0053992,-0.014641,-0.014641,-0.00055444,-0.00055444,-0.00055444,0.0015255,0.00097064,0.00097064,0.0013663,0,0,0.00027728,0.00041593,0.0050301,0,0,0.0044411,-0.0055375,-0.00013862,0.00055459,-0.0024938,-0.0024938,-0.0024938,-0.9913,-0.9913,0.00053756,-0.014641,-0.0089906,-0.0089906,-0.0089906,-0.018846,-0.0076101,-0.0076101,-0.00013862,-0.0019399,-0.014641
"MMRF_1188",-0.40937,0.025113,0.014194,0.014194,0.014054,0.085224,0.085224,0.062655,0.27632,0.27632,0.27632,0.27476,-0.3838,-0.3838,0.7637,0.7637,0.7637,0.7637,0.7637,0.27238,0.27238,0.27238,0.27238,0.24125,0.24125,0.26185,-0.37988,-0.37988,0.90755,0.90755,0.90755,-0.40892,-0.40892,-0.40892,0.25738,0.25738,0.25738,-0.39863,-0.39863,-0.39859,-0.39859,0.25199,0.25199,0.25199,-0.45383,-0.4565,-0.46312,-0.46312,-0.43159,-0.39764,0.7183,0.7183,-0.32588,-0.32588,-0.35156,0.22392,-0.46876,-0.46876,-0.40937,-0.40937,-0.40937,0.085224,-0.30568,-0.32701,0.27476,-0.3838,-0.3838,0.7637,0.27472,0.24125,-0.41471,-0.37988,-0.43322,0.90755,-0.40892,0.25738,-0.39863,-0.39863,-0.39863,-0.3923,-0.38047,-0.39859,-0.45383,-0.4565,-0.4565,-0.4565,-0.46312,-0.43159,-0.43159,-0.39764,-0.32588,-0.46876
"MMRF_1300",-0.0501,1.758,1.9277,1.9277,0.94241,0.96535,0.96535,1.0045,0.96892,0.96892,0.97399,0.97399,0.0024969,0.0024969,-0.025957,0.0069435,-0.013402,-0.013402,-0.14418,1.0316,1.0316,1.0316,0.02525,0.9512,0.9512,0.96062,-0.0024182,-0.015329,1.0496,1.0496,1.0496,-0.04048,0.7149,0.13036,-0.046346,-0.046346,-0.046346,-0.022058,-0.036144,-0.024798,-0.0542,0.9635,0.9635,-0.036401,-0.070402,-0.070402,-0.12301,-0.081738,-0.081738,-0.01409,0.75643,0.75643,-0.056442,-0.056442,-0.056442,-0.040888,-0.10447,-0.12289,-0.0501,-0.0501,-0.0501,-0.045635,1.0045,-0.042652,0.97399,-0.20573,0,0.0069435,0.02525,0.9512,-0.057841,-0.015329,-0.015329,1.0496,0.13036,-0.046346,-0.022058,-0.036144,-0.036144,-1.0025,-1.0025,-0.024798,-0.070402,-0.070402,-0.076678,-0.076678,-0.12301,-0.081738,-0.11115,-0.01409,-0.056442,-0.12289
"MMRF_1331",-0.0089906,-0.0089906,-0.0089906,-0.0089906,-0.0089906,0.00069327,0.00069327,-0.00069303,0.97729,0.97729,0.97729,0.97729,0.010424,0.010424,0.97647,0.97647,0.97647,0.97647,0.97647,-0.006505,-0.006505,-0.006505,-0.86641,0.96452,0.96452,0.9598,0,0,1.0022,0.96206,0.95447,-0.0088526,-0.0088526,-0.013953,0.97502,0.97502,0.95919,0.0022193,-0.0043532,0.011958,-0.010094,1.8296,1.8296,1.8296,-0.043331,-0.032723,-0.040073,-0.040073,-0.0085766,0.0048579,0.88066,0.88066,-0.020138,-0.020138,-0.020138,1.8442,-0.041974,-0.041974,-0.0089906,-0.0089906,-0.0089906,-0.0099565,-0.00069303,-0.00069303,0.96021,0.010424,0.010424,0.97647,-0.86641,0.96452,0,0,0,1.0022,-0.013953,0.97502,0.0022193,-0.0043532,-0.034173,-0.96796,-0.96796,-0.010094,-0.043331,-0.032723,-0.032723,-0.032723,-0.040073,-0.040073,-0.039111,0.0048579,-0.020138,-0.041974
"MMRF_1185",-0.33964,-0.31082,-0.3071,-0.3071,-0.31786,0.003191,0.003191,-0.0015243,0.0065262,0.0065262,0.0065262,0.0065262,0,0,0.0024485,0.0024485,0.0024485,0.00083195,-0.033132,0.0035313,0.0035313,0.0035313,0.0041632,-0.0018496,-0.0018496,-0.0018496,0.00069327,0.00069327,0.086377,0.086377,0.086377,-0.0029091,-0.0029091,-0.0029091,0.00013863,0.00013863,0.00013863,0.00027728,0.00027728,-0.4178,-0.44297,0.0027745,0.0027745,0.0027745,-0.02603,-0.074678,-0.018765,-0.018765,-0.018765,0.006865,-0.040073,-0.040073,-0.21997,-0.21997,-0.21997,-0.0015243,-0.025893,-0.025893,-0.31082,-0.31082,-0.31082,0.00083195,-0.0015243,-0.0015243,0.0065262,0,0,0.0024485,0.0041632,-0.034768,0.00069327,0.00069327,0.00069327,0.086377,-0.0029091,0.00013863,0.00027728,0.00027728,0.00027728,-0.44642,-0.44642,-0.44297,-0.02603,-0.074678,-0.089037,-0.089037,-0.018765,-0.018765,-0.018765,0.006865,-0.21997,-0.025893
"MMRF_1348",-0.40296,-0.4041,-0.4041,-0.4041,-0.38906,-0.39604,-0.39604,-0.3923,0.030029,0.030029,0.030029,0.030029,0.020903,0.020903,-0.019311,-0.00013862,-0.00013862,-0.021989,-0.021989,0.029606,0.029606,0.029606,0.029606,0.017684,0.017684,0.021183,-0.3933,-0.3933,0.014749,0.014749,0.014749,0.015937,0.019083,0.0054008,0.88672,0.85027,0.85027,0.010284,0.003191,-0.0023553,-0.0023553,0.010564,0.010564,0.010564,-0.42462,-0.42462,-0.014228,-0.014228,-0.014228,0.0063871,-0.045635,-0.045635,-0.41816,-0.41816,-0.41816,0.012376,-0.50562,-0.50058,-0.40296,-0.40296,-0.37777,-0.39604,-0.3923,-0.3923,0.030029,0,0.020903,-0.00013862,0.029606,0.017684,-0.3933,-0.3933,-0.3933,0.014749,0.0054008,0.88672,0.010284,0.003191,0.003191,-0.85043,-0.85043,-0.0023553,-0.42462,-0.42462,-0.43474,-0.43474,-0.014228,-0.014228,-0.014228,0.0063871,-0.41816,-0.50058
"MMRF_1284",-0.0047079,0.013518,0.013518,0.013518,0.012017,-0.00020537,-0.00020537,-0.010784,0.82003,0.82003,0.8247,0.81901,-0.029311,-0.042932,0.78346,0.8015,0.81426,0.84061,0.84061,0,0,0,-0.026528,-0.0071958,-0.0071958,-0.014503,0.010146,0.0056919,0.80947,0.82353,0.82353,0.0040243,0.0040243,-0.019452,1.6152,1.6152,1.6152,-0.010216,0.0066653,0.027216,-0.026069,-0.0064147,0.019747,0.019747,-0.0020784,-0.0020784,-0.0045695,-0.0045695,-0.0045695,-0.014222,0.77038,0.77038,0.011121,0.011121,0.011121,-0.0094046,-0.034223,-0.034223,-0.0047079,-0.0047079,0.013518,0.0044411,-0.010784,-0.010784,0.81901,-0.020368,-0.029311,0.81426,0.025113,-0.0071958,-0.0083208,0.0056919,0.0056919,0.81474,0.0040243,1.6152,-0.010216,0.0066653,0.0066653,0.02001,-0.067491,-0.0048461,-0.0020784,-0.0020784,-0.0020784,-0.0020784,-0.0045695,-0.0045695,-0.026215,-0.0055375,0.034677,-0.034223
"MMRF_1202",-0.029491,0.92553,0.92849,0.92849,0.98741,0.0038854,-0.031059,0.0024969,0.0035857,0.0035857,0.0079175,-0.0058769,0.0050934,0.0034559,-0.00069303,0.0021655,0.0021655,0.0021655,0.0021655,0,0,0,0.0056919,-0.035203,0.0038854,-0.0053552,0.013772,0.0027745,-0.011749,-0.011749,-0.011749,0.0066585,-0.0041341,-0.0041341,-0.022845,-0.013235,-0.013235,-0.033623,-0.021647,-0.052254,-0.019314,0.013632,0.00010884,0.00010884,-0.028901,-0.016429,-0.037576,-0.031086,-0.031086,0.0033299,-0.040752,-0.040752,-0.031213,-0.031213,-0.031213,-0.0084385,-1.0134,-0.043331,-0.029491,-0.015639,-0.0081439,-0.0026616,0.016425,-0.97388,-0.0058769,-0.014234,0.0049141,0.0021655,0.0056919,-0.035203,0.013772,0.0027745,0.0027745,-0.011749,-0.0041341,-0.025294,-0.033623,0.0055444,-0.021647,-0.984,-0.984,-0.047259,-0.028901,-0.016429,-0.016429,-0.016429,-0.037576,-0.031086,-0.031086,0.0033299,-0.074544,-1.0177
